codigo_da_proposta,nome_do_negocio,etapa_do_negocio,data_de_fechamento,proprietario_do_negocio,valor,numero_de_atividades_de_vendas,e_negocio_perdido,data_da_ultima_modificacao,qtd_do_negocio
1899,Grupo Solaris ME,Entrada,2024-12-07 12:37:42,Eduardo Freitas,10480248.67,3.0,True,2025-01-31 17:43:40,24169
1900,Indústria Verde Vida EIRELI,Pré Qualificação,2025-01-21 17:48:58,Beatriz Nogueira,7956584.72,2.0,False,2025-01-31 17:43:50,27785
1901,Comercial Infinity Ltda,Negócio Perdido,2024-12-29 17:57:26,Eduardo Freitas,4092130.62,4.0,True,2025-01-31 17:45:43,32987
1902,Distribuidora Verde Vida Ltda,Pré Qualificação,2024-12-24 06:13:09,Eduardo Freitas,5065703.72,1.0,True,2025-01-31 18:10:49,96190
1903,Indústria Verde Vida Ltda,Negócio Perdido,2025-01-11 21:03:12,Eduardo Freitas,8620990.99,5.0,True,2025-01-31 18:22:00,57693
1904,Serviços Nova Era Comércio,Negociações Frias,2024-12-10 07:02:02,Renata Silveira,5210078.32,1.0,True,2025-01-31 19:39:51,68969
1905,Indústria Infinity ME,Negociações Frias,2024-11-30 16:35:00,João Pedrosa,9888617.73,1.0,False,2025-01-31 19:43:09,98736
1906,Serviços Nova Era Ltda,Negociações Frias,2025-01-20 22:35:48,Beatriz Nogueira,8031909.3,3.0,True,2025-01-31 20:04:08,83860
1907,Distribuidora Nova Era ME,Negócio Perdido,2025-01-02 04:29:04,João Pedrosa,1161445.04,0.0,True,2025-01-31 21:24:15,101010
1908,Comercial Globaltech ME,Negócio Perdido,2024-11-20 19:47:58,Marina Costa,5011685.08,0.0,False,2025-01-31 22:34:44,21238
1909,Serviços Nova Era ME,Negociações Frias,2024-12-17 07:52:34,João Pedrosa,6590877.15,2.0,True,2025-01-31 23:57:30,86791
1910,Distribuidora Verde Vida EIRELI,Desqualificado,2024-11-15 16:12:21,Lívia Martins,7406282.6,5.0,True,2025-02-01 00:14:22,84744
1911,Indústria Nova Era ME,Negócio Perdido,2025-01-12 07:44:33,Marina Costa,7257593.09,3.0,True,2025-02-01 00:59:15,29072
1912,Consultoria Nova Era Comércio,Negociações Frias,2024-12-30 11:57:26,Marina Costa,4865964.63,3.0,True,2025-02-01 01:11:44,24448
1913,Distribuidora Nova Era EIRELI,Negociações Frias,2024-11-29 12:23:36,Marina Costa,7454005.66,0.0,True,2025-02-01 03:36:18,30591
1914,Indústria Verde Vida Ltda,Negociações Frias,2024-12-05 19:10:59,Lívia Martins,3124088.79,4.0,False,2025-02-01 03:57:52,28505
1915,Serviços Alfa S.A.,Desqualificado,2024-12-04 12:57:59,Eduardo Freitas,11199496.75,2.0,False,2025-02-01 04:26:02,106865
1916,Comercial Nova Era ME,Negociações Frias,2025-01-13 02:32:01,Beatriz Nogueira,6190019.83,0.0,True,2025-02-01 04:40:45,98098
1917,Grupo Solaris EIRELI,Desqualificado,2025-01-20 08:51:16,Marina Costa,7968405.56,4.0,True,2025-02-01 04:46:04,40673
1918,Distribuidora Solaris Comércio,Pré Qualificação,2025-01-22 20:50:43,Eduardo Freitas,8217770.6,4.0,True,2025-02-01 06:04:42,91687
1919,Consultoria Solaris ME,Negócio Ganho,2024-12-22 16:54:28,Marina Costa,7154067.71,0.0,True,2025-02-01 06:07:57,38428
1920,Serviços Nova Era Ltda,Negociações Frias,2024-11-24 08:12:45,Beatriz Nogueira,1371263.1,3.0,False,2025-02-01 06:20:52,70160
1921,Serviços Verde Vida Comércio,Negócio Perdido,2024-11-28 12:00:44,Eduardo Freitas,8061909.63,1.0,False,2025-02-01 06:30:12,101991
1922,Indústria Nova Era Ltda,Negócio Perdido,2025-01-17 01:24:50,Marina Costa,9235974.69,5.0,False,2025-02-01 06:56:12,77010
1923,Indústria Alfa Comércio,Negócio Perdido,2024-12-20 17:32:54,Beatriz Nogueira,8604610.3,3.0,False,2025-02-01 07:33:35,47290
1924,Comercial Infinity Comércio,Negociações Frias,2025-01-15 15:45:26,Renata Silveira,1777315.3,5.0,False,2025-02-01 07:51:30,101641
1925,Distribuidora Solaris Comércio,Negociações Frias,2025-01-20 19:34:03,Beatriz Nogueira,2313655.56,5.0,True,2025-02-01 07:56:50,101608
1926,Consultoria Solaris S.A.,Negócio Ganho,2024-12-15 08:30:01,Lívia Martins,7584924.04,1.0,True,2025-02-01 08:01:34,90501
1927,Indústria Infinity S.A.,Negócio Perdido,2024-12-21 11:55:08,Renata Silveira,5714677.04,0.0,True,2025-02-01 08:10:10,32854
1928,Comercial Nova Era EIRELI,Negociações Frias,2024-11-27 10:40:53,Marina Costa,3782999.56,0.0,True,2025-02-01 08:16:36,106315
1929,Indústria Infinity EIRELI,Negociações Frias,2025-01-03 15:57:13,Lívia Martins,11147970.45,5.0,False,2025-02-01 08:41:05,20585
1930,Distribuidora Infinity EIRELI,Negociações Frias,2024-12-15 03:12:34,Beatriz Nogueira,3924705.7,4.0,False,2025-02-01 08:50:58,96173
1931,Distribuidora Nova Era S.A.,Negócio Perdido,2025-01-15 13:08:12,Marina Costa,6810563.1,3.0,True,2025-02-01 09:17:20,103396
1932,Serviços Solaris EIRELI,Negociações Frias,2024-12-29 14:22:46,Marina Costa,9173655.84,3.0,True,2025-02-01 09:24:25,66992
1933,Distribuidora Solaris Comércio,Negócio Perdido,2025-01-06 23:39:07,Eduardo Freitas,4400006.2,0.0,False,2025-02-01 09:26:18,60057
1934,Grupo Infinity Comércio,Negócio Perdido,2025-01-19 04:02:27,João Pedrosa,5772300.99,1.0,False,2025-02-01 09:41:16,87037
1935,Serviços Globaltech Ltda,Negócio Perdido,2025-01-02 17:11:57,Carlos Azevedo,3331259.52,3.0,True,2025-02-01 10:28:47,79563
1936,Grupo Solaris Comércio,Negociações Frias,2025-01-23 19:46:36,Eduardo Freitas,3564282.76,3.0,True,2025-02-01 10:42:13,103535
1937,Grupo Nova Era ME,Negócio Perdido,2025-01-25 19:45:07,João Pedrosa,8519073.95,0.0,True,2025-02-01 10:55:25,100615
1938,Distribuidora Verde Vida EIRELI,Oportunidades,2025-01-06 16:46:14,Eduardo Freitas,3973343.18,2.0,True,2025-02-01 11:00:07,86723
1939,Comercial Alfa S.A.,Pré Qualificação,2024-12-06 07:21:38,Marina Costa,3864744.94,2.0,False,2025-02-01 11:18:57,36112
1940,Serviços Alfa Comércio,Negócio Perdido,2024-11-15 03:46:22,Eduardo Freitas,2219442.28,0.0,True,2025-02-01 11:35:00,98596
1941,Serviços Alfa ME,Negócio Perdido,2024-12-07 13:24:47,Carlos Azevedo,2603677.07,2.0,True,2025-02-01 11:49:05,15799
1942,Indústria Infinity ME,Negociações Frias,2025-01-12 15:56:53,Lívia Martins,11729796.08,1.0,False,2025-02-01 11:59:02,80553
1943,Serviços Globaltech EIRELI,Negociações Frias,2025-01-30 23:38:55,Lívia Martins,9261977.61,0.0,False,2025-02-01 12:06:19,62706
1944,Indústria Solaris S.A.,Negociações Frias,2025-01-08 20:54:30,Carlos Azevedo,7542415.19,1.0,True,2025-02-01 12:07:34,115895
1945,Comercial Verde Vida S.A.,Negociações Frias,2024-12-05 05:40:25,Renata Silveira,2016736.88,3.0,True,2025-02-01 13:36:05,40022
1946,Grupo Solaris Ltda,Negociações Frias,2024-12-28 06:46:49,Beatriz Nogueira,10580623.8,3.0,False,2025-02-01 14:33:00,13035
1947,Consultoria Solaris ME,Negociações Frias,2025-01-29 21:23:11,Eduardo Freitas,6529783.27,2.0,False,2025-02-01 15:37:44,62874
1948,Grupo Solaris ME,Negócio Perdido,2025-01-07 04:22:22,Renata Silveira,10775196.53,2.0,True,2025-02-01 15:49:22,51952
1949,Consultoria Infinity Ltda,Negócio Perdido,2025-01-22 01:47:10,João Pedrosa,2884782.39,2.0,True,2025-02-01 16:33:30,107298
1950,Indústria Alfa S.A.,Negociações Frias,2024-11-24 10:38:50,Eduardo Freitas,6780000.5,3.0,True,2025-02-01 16:44:44,119269
1951,Comercial Infinity Comércio,Negócio Perdido,2024-12-02 14:12:26,Eduardo Freitas,5388101.86,1.0,True,2025-02-01 16:55:22,48953
1952,Grupo Alfa EIRELI,Negociações Frias,2025-01-23 16:38:26,Beatriz Nogueira,1038912.4,5.0,False,2025-02-01 17:01:40,18750
1953,Grupo Solaris Ltda,Negócio Perdido,2024-11-30 12:26:07,João Pedrosa,3761294.34,0.0,True,2025-02-01 17:36:28,93457
1954,Comercial Globaltech EIRELI,Negócio Perdido,2025-01-29 04:19:04,Marina Costa,1231666.05,0.0,False,2025-02-01 18:07:46,27383
1955,Grupo Solaris Comércio,Negociações Frias,2025-01-09 15:26:58,Carlos Azevedo,6650624.95,5.0,False,2025-02-01 18:10:18,52853
1956,Serviços Globaltech ME,Negociações Frias,2024-12-13 23:15:44,Marina Costa,3836958.59,1.0,True,2025-02-01 18:53:23,19344
1957,Consultoria Nova Era ME,Negócio Perdido,2024-12-07 23:01:31,Beatriz Nogueira,10358035.0,1.0,True,2025-02-01 19:08:32,117037
1958,Comercial Verde Vida Comércio,Negociações Frias,2024-12-06 15:55:02,Carlos Azevedo,5401274.02,0.0,False,2025-02-01 19:26:36,114475
1959,Indústria Verde Vida EIRELI,Proposta Enviada,2025-01-28 02:40:13,Carlos Azevedo,11727323.63,0.0,True,2025-02-01 19:46:27,60307
1960,Consultoria Verde Vida S.A.,Desqualificado,2025-01-10 08:01:11,Carlos Azevedo,3524298.94,2.0,True,2025-02-01 20:49:06,61754
1961,Serviços Infinity Ltda,Negócio Perdido,2024-12-11 00:30:39,Renata Silveira,4779464.77,3.0,True,2025-02-01 21:02:26,55795
1962,Serviços Infinity Ltda,Negociações Frias,2024-12-30 03:32:55,Eduardo Freitas,6562673.93,5.0,False,2025-02-01 21:07:30,10056
1963,Indústria Solaris Ltda,Negócio Perdido,2024-12-20 14:14:35,Carlos Azevedo,6682766.05,2.0,False,2025-02-01 22:34:58,61985
1964,Grupo Globaltech Comércio,Negociações Frias,2025-01-05 05:17:47,Marina Costa,3870815.39,5.0,True,2025-02-01 22:41:40,62770
1965,Indústria Alfa ME,Negociações Frias,2025-01-12 04:24:55,João Pedrosa,8927925.82,1.0,True,2025-02-01 23:01:33,48620
1966,Serviços Verde Vida S.A.,Negociações Frias,2024-12-27 06:12:17,João Pedrosa,6364347.22,2.0,False,2025-02-01 23:02:04,43934
1967,Distribuidora Verde Vida EIRELI,Negociações Frias,2025-01-12 12:30:37,João Pedrosa,2915389.32,2.0,True,2025-02-01 23:37:37,96202
1968,Comercial Alfa Ltda,Negócio Perdido,2025-02-01 02:06:41,Eduardo Freitas,8529542.89,3.0,False,2025-02-01 23:47:33,108657
1969,Indústria Verde Vida ME,Desqualificado,2025-01-26 15:00:35,Carlos Azevedo,10893058.7,2.0,True,2025-02-02 01:04:53,98638
1970,Distribuidora Nova Era ME,Desqualificado,2025-01-06 09:38:59,Carlos Azevedo,8547533.2,5.0,True,2025-02-02 01:14:06,57042
1971,Indústria Infinity EIRELI,Negócio Perdido,2024-12-11 23:15:18,Beatriz Nogueira,3439186.89,3.0,False,2025-02-02 01:18:52,110315
1972,Distribuidora Verde Vida ME,Negociações Frias,2024-12-03 15:36:14,Lívia Martins,9070317.31,5.0,True,2025-02-02 02:04:25,73224
1973,Grupo Alfa S.A.,Negócio Perdido,2025-01-18 10:27:20,Marina Costa,6289527.94,1.0,False,2025-02-02 02:38:01,37403
1974,Indústria Nova Era S.A.,Negociações Frias,2025-01-26 18:32:28,Lívia Martins,11632712.8,5.0,True,2025-02-02 03:35:03,118698
1975,Grupo Nova Era EIRELI,Desqualificado,2025-01-31 08:26:39,Carlos Azevedo,10182262.4,1.0,True,2025-02-02 04:38:27,27814
1976,Comercial Solaris EIRELI,Negociações Frias,2024-12-24 10:27:46,Carlos Azevedo,10759141.26,0.0,False,2025-02-02 04:51:34,72884
1977,Comercial Nova Era ME,Negociações Frias,2024-12-14 06:32:21,Marina Costa,10992467.3,4.0,True,2025-02-02 05:23:52,72126
1978,Comercial Alfa Ltda,Negócio Perdido,2024-12-12 03:27:16,Marina Costa,7084821.47,1.0,False,2025-02-02 06:10:52,49821
1979,Serviços Verde Vida Ltda,Negociações Frias,2024-11-17 09:57:32,Renata Silveira,3339830.61,5.0,False,2025-02-02 06:24:55,30777
1980,Consultoria Globaltech EIRELI,Negociações Frias,2024-12-19 19:01:28,Eduardo Freitas,8609146.17,2.0,True,2025-02-02 06:30:52,77551
1981,Grupo Infinity EIRELI,Desqualificado,2025-02-01 15:10:24,Eduardo Freitas,7402388.43,1.0,False,2025-02-02 06:36:47,36490
1982,Distribuidora Infinity S.A.,Entrada,2024-12-11 03:19:23,Eduardo Freitas,6289294.05,0.0,False,2025-02-02 06:48:54,107829
1983,Serviços Solaris Comércio,Negociações Frias,2025-01-30 12:56:57,Lívia Martins,4243022.45,1.0,True,2025-02-02 06:49:17,111540
1984,Grupo Infinity ME,Negociações Frias,2025-01-01 06:22:01,Carlos Azevedo,6493697.51,4.0,True,2025-02-02 07:01:36,46648
1985,Comercial Globaltech EIRELI,Negociações Frias,2024-12-22 23:17:17,Beatriz Nogueira,5656065.79,1.0,True,2025-02-02 07:24:55,71838
1986,Grupo Nova Era S.A.,Negócio Perdido,2025-01-04 15:24:54,Eduardo Freitas,10084999.79,5.0,False,2025-02-02 07:46:39,100984
1987,Indústria Infinity ME,Negociações Frias,2024-12-11 03:29:12,Beatriz Nogueira,2938114.5,4.0,True,2025-02-02 08:13:17,70754
1988,Comercial Nova Era S.A.,Negociações Frias,2024-11-13 11:52:48,Lívia Martins,9151574.89,1.0,True,2025-02-02 08:18:30,71065
1989,Consultoria Infinity S.A.,Proposta Enviada,2024-12-23 20:08:36,João Pedrosa,3939746.92,3.0,True,2025-02-02 10:03:25,99265
1990,Grupo Verde Vida ME,Negócio Perdido,2024-11-23 00:41:56,Beatriz Nogueira,5019749.1,2.0,True,2025-02-02 10:18:09,11968
1991,Consultoria Solaris Ltda,Negócio Perdido,2024-12-19 10:23:52,Carlos Azevedo,4112340.86,1.0,True,2025-02-02 10:32:57,12697
1992,Comercial Solaris S.A.,Negociações Frias,2024-12-28 06:12:00,João Pedrosa,1212924.52,3.0,False,2025-02-02 11:05:59,111567
1993,Distribuidora Alfa Ltda,Negócio Perdido,2024-11-12 22:04:39,Beatriz Nogueira,3859699.37,0.0,True,2025-02-02 11:14:08,80675
1994,Serviços Infinity Ltda,Negociações Frias,2024-11-28 17:28:30,Marina Costa,7918123.65,0.0,True,2025-02-02 11:25:55,35687
1995,Grupo Infinity S.A.,Negociações Frias,2025-02-02 02:56:18,Eduardo Freitas,9777506.17,1.0,True,2025-02-02 11:26:00,39124
1996,Serviços Infinity Comércio,Negociações Frias,2024-12-02 09:50:32,Renata Silveira,8133925.07,3.0,True,2025-02-02 11:40:36,37568
1997,Consultoria Nova Era ME,Negociações Frias,2024-12-26 13:03:52,Renata Silveira,5417589.96,4.0,True,2025-02-02 11:52:27,80254
1998,Consultoria Nova Era S.A.,Negociações Frias,2025-01-27 17:14:41,Renata Silveira,1267723.79,2.0,True,2025-02-02 11:53:56,71270
1999,Distribuidora Nova Era ME,Negociações Frias,2024-11-26 08:28:32,Marina Costa,6577951.7,4.0,False,2025-02-02 14:32:47,43734
2000,Grupo Infinity ME,Negociações Frias,2025-01-08 16:05:51,Beatriz Nogueira,2960355.31,3.0,True,2025-02-02 14:38:15,16046
2001,Serviços Nova Era EIRELI,Acompanhamento,2024-12-28 19:05:24,Beatriz Nogueira,8228281.13,0.0,False,2025-02-02 14:59:54,68583
2002,Grupo Verde Vida ME,Pré Qualificação,2024-11-15 19:03:22,Lívia Martins,10299745.63,3.0,True,2025-02-02 15:12:35,60644
2003,Serviços Infinity ME,Negociações Frias,2025-01-24 22:16:59,Eduardo Freitas,9147717.8,5.0,True,2025-02-02 17:35:33,62850
2004,Distribuidora Alfa S.A.,Negociações Frias,2024-12-13 20:53:43,Eduardo Freitas,1972952.56,4.0,True,2025-02-02 18:45:06,14742
2005,Serviços Verde Vida ME,Negócio Perdido,2025-01-12 02:09:11,Beatriz Nogueira,2690830.18,3.0,True,2025-02-02 18:54:08,95081
2006,Comercial Solaris Comércio,Negociações Frias,2024-11-27 04:16:52,Beatriz Nogueira,1439659.49,0.0,False,2025-02-02 19:21:10,104746
2007,Consultoria Globaltech S.A.,Negociações Frias,2025-01-03 02:39:07,Lívia Martins,3257547.63,3.0,True,2025-02-02 19:37:22,51169
2008,Serviços Alfa Ltda,Negociações Frias,2024-12-19 21:52:16,João Pedrosa,9865677.02,5.0,False,2025-02-02 19:56:13,38515
2009,Serviços Nova Era Ltda,Negociações Frias,2024-11-15 01:22:25,Carlos Azevedo,2792137.17,1.0,True,2025-02-02 20:02:17,27325
2010,Comercial Verde Vida Ltda,Entrada,2024-12-06 20:09:32,Beatriz Nogueira,1881233.96,3.0,True,2025-02-02 20:40:00,19648
2011,Distribuidora Globaltech Comércio,Negociações Frias,2025-02-01 22:31:35,Renata Silveira,11747007.59,5.0,True,2025-02-02 21:02:07,95943
2012,Distribuidora Nova Era S.A.,Negociações Frias,2025-01-23 06:26:36,Lívia Martins,6406758.1,0.0,False,2025-02-02 21:15:27,62781
2013,Distribuidora Alfa EIRELI,Negociações Frias,2025-01-02 06:36:34,Renata Silveira,6914234.04,2.0,False,2025-02-02 21:23:45,103469
2014,Serviços Globaltech Comércio,Negócio Perdido,2025-01-27 18:43:04,Lívia Martins,5080260.96,1.0,True,2025-02-02 21:39:29,101097
2015,Distribuidora Infinity EIRELI,Negociações Frias,2024-12-02 18:55:30,João Pedrosa,3923760.47,1.0,True,2025-02-02 22:05:54,94533
2016,Serviços Globaltech Ltda,Negócio Perdido,2025-01-24 17:50:52,João Pedrosa,3882976.66,3.0,False,2025-02-02 22:28:59,65654
2017,Indústria Solaris ME,Desqualificado,2025-01-10 09:29:39,Renata Silveira,3389192.98,2.0,False,2025-02-02 23:11:42,22504
2018,Distribuidora Infinity ME,Negociações Frias,2024-12-14 07:10:32,Lívia Martins,4124689.91,4.0,False,2025-02-02 23:12:54,61463
2019,Grupo Verde Vida EIRELI,Negócio Perdido,2024-12-08 12:55:49,Beatriz Nogueira,10542430.0,5.0,False,2025-02-02 23:39:09,74223
2020,Serviços Alfa ME,Negociações Frias,2024-12-02 19:51:51,Beatriz Nogueira,7008900.26,5.0,False,2025-02-02 23:49:43,19549
2021,Distribuidora Nova Era Comércio,Negociações Frias,2024-11-24 21:54:11,Carlos Azevedo,6595560.18,1.0,False,2025-02-02 23:56:19,48383
2022,Distribuidora Globaltech Comércio,Negociações Frias,2024-12-20 07:12:07,Renata Silveira,4279973.05,3.0,False,2025-02-03 00:34:54,108840
2023,Distribuidora Nova Era ME,Desqualificado,2024-12-16 06:49:20,Carlos Azevedo,9854158.27,2.0,False,2025-02-03 01:05:26,75676
2024,Consultoria Nova Era Ltda,Negociações Frias,2025-01-30 15:26:59,Beatriz Nogueira,8360685.62,0.0,False,2025-02-03 01:31:51,29187
2025,Comercial Globaltech Ltda,Negócio Perdido,2025-01-23 16:42:47,Marina Costa,1630195.58,3.0,False,2025-02-03 01:49:51,107466
2026,Indústria Alfa Comércio,Negócio Perdido,2025-01-28 07:26:02,Lívia Martins,9655369.37,0.0,True,2025-02-03 01:53:14,72655
2027,Serviços Solaris S.A.,Negociações Frias,2024-12-14 09:14:06,Lívia Martins,8258418.04,2.0,False,2025-02-03 02:04:48,100366
2028,Indústria Nova Era EIRELI,Negociações Frias,2024-11-14 08:14:55,Marina Costa,4760747.45,2.0,False,2025-02-03 02:17:26,46581
2029,Distribuidora Globaltech ME,Negociações Frias,2024-12-14 22:50:42,Renata Silveira,6995205.8,2.0,False,2025-02-03 02:46:51,53658
2030,Serviços Infinity ME,Desqualificado,2024-12-06 19:01:54,Carlos Azevedo,2498296.17,0.0,True,2025-02-03 02:59:39,17480
2031,Grupo Infinity Ltda,Entrada,2025-01-05 11:31:44,João Pedrosa,11921799.66,2.0,False,2025-02-03 04:11:30,119625
2032,Distribuidora Globaltech ME,Negócio Perdido,2024-12-06 13:21:52,Carlos Azevedo,2033829.92,3.0,False,2025-02-03 04:13:23,30210
2033,Grupo Nova Era S.A.,Negociações Frias,2025-01-11 04:58:11,Lívia Martins,10563887.37,2.0,False,2025-02-03 04:26:02,13763
2034,Distribuidora Nova Era EIRELI,Negócio Perdido,2024-11-17 13:24:07,Renata Silveira,10483269.59,2.0,True,2025-02-03 04:31:18,77609
2035,Grupo Nova Era EIRELI,Negociações Frias,2025-01-10 04:25:29,Eduardo Freitas,7852935.61,0.0,False,2025-02-03 04:31:59,64917
2036,Grupo Nova Era Ltda,Negociações Frias,2025-01-09 05:23:09,Lívia Martins,5913947.59,3.0,False,2025-02-03 04:43:33,47130
2037,Comercial Solaris S.A.,Desqualificado,2024-12-01 20:51:16,Beatriz Nogueira,4286102.23,2.0,False,2025-02-03 05:58:53,83772
2038,Distribuidora Alfa S.A.,Desqualificado,2024-11-28 00:02:18,Renata Silveira,9250422.31,1.0,True,2025-02-03 06:01:32,21019
2039,Distribuidora Infinity Comércio,Negócio Perdido,2025-01-19 23:18:41,Lívia Martins,1640341.92,1.0,False,2025-02-03 06:03:59,87065
2040,Serviços Verde Vida ME,Negociações Frias,2025-01-30 12:39:32,Beatriz Nogueira,1347901.96,4.0,True,2025-02-03 06:41:48,58015
2041,Distribuidora Globaltech Ltda,Negociações Frias,2024-11-30 23:06:01,Marina Costa,5367631.09,5.0,True,2025-02-03 06:45:38,29037
2042,Distribuidora Infinity Ltda,Negociações Frias,2025-01-25 10:24:35,Eduardo Freitas,10402608.45,0.0,False,2025-02-03 07:19:18,26301
2043,Indústria Nova Era Comércio,Negociações Frias,2025-01-02 11:24:37,Eduardo Freitas,7295257.1,1.0,False,2025-02-03 07:31:19,63338
2044,Comercial Globaltech S.A.,Acompanhamento,2024-11-30 14:15:11,João Pedrosa,7962466.36,0.0,True,2025-02-03 07:32:21,46966
2045,Consultoria Globaltech EIRELI,Negociações Frias,2024-12-30 16:22:34,João Pedrosa,5667077.91,0.0,False,2025-02-03 07:35:06,116895
2046,Distribuidora Alfa S.A.,Pré Qualificação,2025-01-16 14:50:44,Lívia Martins,4755092.4,5.0,False,2025-02-03 08:00:18,87894
2047,Grupo Verde Vida ME,Negócio Perdido,2025-01-27 23:16:44,Lívia Martins,2157206.93,5.0,True,2025-02-03 08:01:19,117021
2048,Distribuidora Alfa EIRELI,Negociações Frias,2025-01-25 05:25:02,Lívia Martins,3127204.41,5.0,False,2025-02-03 08:10:53,10968
2049,Distribuidora Verde Vida ME,Desqualificado,2025-01-03 18:22:48,João Pedrosa,1129467.78,4.0,True,2025-02-03 08:45:28,42717
2050,Comercial Alfa Ltda,Negociações Frias,2025-01-25 17:12:59,Renata Silveira,6270376.03,5.0,False,2025-02-03 08:46:21,44547
2051,Serviços Verde Vida S.A.,Negociações Frias,2024-11-24 23:11:55,Renata Silveira,9407334.34,4.0,True,2025-02-03 08:59:24,75275
2052,Distribuidora Verde Vida Ltda,Negociações Frias,2024-12-19 23:48:20,João Pedrosa,10013785.33,1.0,False,2025-02-03 09:05:40,28335
2053,Consultoria Infinity Ltda,Negociações Frias,2025-01-08 21:43:51,Lívia Martins,6769430.85,2.0,False,2025-02-03 10:47:26,13651
2054,Distribuidora Solaris ME,Desqualificado,2024-12-27 20:31:26,Eduardo Freitas,11699898.03,0.0,False,2025-02-03 10:56:07,69920
2055,Grupo Alfa S.A.,Desqualificado,2025-02-02 05:52:48,Eduardo Freitas,5460399.36,5.0,False,2025-02-03 11:24:12,26055
2056,Indústria Solaris S.A.,Negociações Frias,2025-01-12 10:27:30,Lívia Martins,10163339.93,5.0,False,2025-02-03 14:00:02,99354
2057,Distribuidora Alfa Ltda,Negócio Perdido,2025-01-03 18:48:56,Marina Costa,11959563.96,4.0,False,2025-02-03 14:03:47,94487
2058,Comercial Verde Vida S.A.,Negociações Frias,2024-11-28 08:42:37,Lívia Martins,5290265.07,2.0,True,2025-02-03 14:15:08,117116
2059,Grupo Infinity Ltda,Pré Qualificação,2025-01-10 10:46:15,Lívia Martins,5005834.47,4.0,False,2025-02-03 14:21:58,84585
2060,Grupo Verde Vida EIRELI,Negócio Perdido,2024-12-23 13:51:37,João Pedrosa,4835185.11,3.0,True,2025-02-03 15:12:58,99874
2061,Grupo Globaltech Comércio,Negociações Frias,2025-02-01 21:57:37,Lívia Martins,11856690.98,1.0,False,2025-02-03 15:57:23,13200
2062,Comercial Solaris S.A.,Negócio Ganho,2024-12-02 02:46:30,Beatriz Nogueira,4509015.37,0.0,True,2025-02-03 16:01:54,24849
2063,Distribuidora Alfa Comércio,Negociações Frias,2025-01-03 04:01:24,Renata Silveira,7701965.65,5.0,True,2025-02-03 16:04:12,43216
2064,Distribuidora Infinity ME,Entrada,2025-01-15 14:22:53,Carlos Azevedo,8239870.71,3.0,True,2025-02-03 17:15:35,26419
2065,Consultoria Alfa ME,Negociações Frias,2025-01-23 04:42:21,João Pedrosa,2017244.72,4.0,True,2025-02-03 17:19:25,59196
2066,Serviços Globaltech EIRELI,Negociações Frias,2024-12-14 01:00:56,Beatriz Nogueira,11918781.14,1.0,True,2025-02-03 17:30:19,35402
2067,Consultoria Alfa EIRELI,Negociações Frias,2024-12-29 20:08:53,Carlos Azevedo,7653052.73,0.0,True,2025-02-03 17:33:31,66240
2068,Comercial Verde Vida S.A.,Negociações Frias,2024-12-12 10:21:23,Beatriz Nogueira,8228125.97,0.0,False,2025-02-03 17:56:13,111266
2069,Distribuidora Globaltech EIRELI,Negociações Frias,2024-12-02 17:48:32,Beatriz Nogueira,9669808.45,4.0,True,2025-02-03 18:01:17,80471
2070,Grupo Nova Era Comércio,Pré Qualificação,2024-12-15 18:47:29,João Pedrosa,11994718.51,5.0,True,2025-02-03 18:16:47,78882
2071,Grupo Solaris EIRELI,Negociações Frias,2024-11-20 17:16:35,Lívia Martins,11306255.53,3.0,False,2025-02-03 18:21:35,65802
2072,Comercial Verde Vida ME,Negociações Frias,2025-01-29 15:13:50,Renata Silveira,3338044.68,0.0,False,2025-02-03 18:47:39,66073
2073,Grupo Verde Vida ME,Negociações Frias,2025-01-19 22:32:22,João Pedrosa,1238629.28,3.0,False,2025-02-03 18:59:16,53239
2074,Serviços Alfa S.A.,Negociações Frias,2024-12-31 08:05:10,Lívia Martins,10500598.39,1.0,True,2025-02-03 19:04:19,18961
2075,Serviços Alfa Ltda,Negociações Frias,2025-01-30 19:42:06,Eduardo Freitas,5539073.09,2.0,False,2025-02-03 19:22:12,79836
2076,Indústria Nova Era Ltda,Negócio Perdido,2024-12-21 03:04:01,Carlos Azevedo,2448806.38,5.0,False,2025-02-03 19:31:41,32048
2077,Indústria Alfa Comércio,Negociações Frias,2025-01-05 15:28:44,João Pedrosa,9539361.76,4.0,False,2025-02-03 19:57:11,74208
2078,Consultoria Infinity S.A.,Negócio Perdido,2025-01-04 18:34:42,Marina Costa,11676739.26,0.0,False,2025-02-03 20:37:32,91131
2079,Distribuidora Infinity Ltda,Negociações Frias,2024-11-25 21:06:47,Renata Silveira,9494255.01,0.0,True,2025-02-03 21:37:59,61126
2080,Indústria Solaris EIRELI,Negociações Frias,2024-12-23 09:06:01,Renata Silveira,1755628.46,1.0,True,2025-02-03 21:50:31,95331
2081,Comercial Verde Vida Ltda,Desqualificado,2025-01-07 12:44:09,Lívia Martins,10817442.09,2.0,True,2025-02-03 22:09:10,40818
2082,Grupo Infinity Comércio,Pré Qualificação,2025-01-08 19:18:31,Marina Costa,4027234.33,4.0,True,2025-02-03 23:07:12,85538
2083,Serviços Verde Vida Ltda,Entrada,2025-01-16 15:30:08,Beatriz Nogueira,5293537.79,1.0,False,2025-02-04 00:12:50,32566
